
Integration time [ms]: 1000.000
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1308032U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
549.400; 1367.167;  169.278; 1208.056
549.981; 1597.167;  167.278; 1410.056
550.561; 1268.167;  133.278; 1133.056
551.142; 1344.167;  156.278; 1165.056
551.723; 1479.167;  181.278; 1376.056
552.303; 1359.167;  155.278; 1193.056
552.884; 1500.167;  194.278; 1320.056
553.464; 1585.167;  175.278; 1462.056
554.045; 1621.167;  223.278; 1494.056
554.625; 1261.167;  151.278; 1171.056
555.205; 1453.167;  174.278; 1264.056
555.786; 1413.167;  142.278; 1305.056
556.366; 1368.167;  146.278; 1212.056
556.946; 1598.167;  142.278; 1456.056
557.526; 1500.167;  200.278; 1335.056
558.107; 1544.167;  156.278; 1383.056
558.687; 1624.167;  210.278; 1508.056
559.267; 1439.167;  154.278; 1283.056
559.847; 1516.167;  172.278; 1361.056
560.427; 1537.167;  107.278; 1401.056
561.007; 1543.167;  183.278; 1411.056
561.587; 1281.167;  140.278; 1217.056
562.167; 1543.167;  220.278; 1409.056
562.747; 1537.167;  169.278; 1404.056
563.327; 1354.167;  148.278; 1222.056
563.906; 1397.167;   72.278; 1191.056
564.486; 1520.167;  203.278; 1344.056
565.066; 1245.167;  119.278; 1138.056
565.646; 1426.167;  167.278; 1259.056
566.225; 1192.167;  131.278; 1136.056
566.805; 1496.167;  193.278; 1365.056
567.384; 1403.167;  128.278; 1301.056
567.964; 1538.167;  184.278; 1384.056
568.544; 1358.167;  172.278; 1197.056
569.123; 1375.167;  128.278; 1233.056
569.702; 1305.167;  133.278; 1238.056
570.282; 1515.167;  135.278; 1348.056
570.861; 1342.167;  127.278; 1229.056
571.441; 1412.167;   97.278; 1274.056
572.020; 1461.167;  159.278; 1290.056
572.599; 1422.167;  181.278; 1280.056
573.178; 1635.167;  184.278; 1511.056
573.758; 1338.167;  168.278; 1246.056
574.337; 1639.167;  177.278; 1514.056
574.916; 1184.167;  150.278; 1074.056
575.495; 1416.167;  147.278; 1209.056
576.074; 1301.167;  165.278; 1205.056
576.653; 1944.167;  245.278; 1764.056
577.232; 1463.167;  163.278; 1374.056
577.811; 1433.167;  110.278; 1266.056
578.390; 1329.167;  110.278; 1158.056
578.969; 1238.167;  141.278; 1046.056
579.547; 1443.167;  147.278; 1297.056
580.126; 1547.167;  170.278; 1360.056
580.705; 1440.167;  154.278; 1266.056
581.284; 1672.167;  152.278; 1442.056
581.862; 1474.167;  161.278; 1250.056
582.441; 1509.167;  164.278; 1212.056
583.019; 1551.167;  162.278; 1167.056
583.598; 1659.167;  178.278; 1374.056
584.177; 1643.167;  157.278; 1378.056
584.755; 1520.167;  149.278; 1212.056
585.333; 1590.167;  199.278; 1271.056
585.912; 1653.167;  152.278; 1291.056
586.490; 1777.167;  190.278; 1378.056
587.069; 1631.167;  161.278; 1196.056
587.647; 1617.167;  131.278; 1159.056
588.225; 1684.167;  142.278; 1197.056
588.803; 1660.167;  149.278; 1137.056
589.381; 1846.167;  162.278; 1252.056
589.960; 1985.167;  169.278; 1353.056
590.538; 1786.167;  122.278; 1153.056
591.116; 1855.167;  158.278; 1144.056
591.694; 2075.167;  175.278; 1386.056
592.272; 1988.167;  168.278; 1273.056
592.850; 2188.167;  161.278; 1412.056
593.428; 2164.167;  174.278; 1370.056
594.006; 1945.167;  134.278; 1157.056
594.583; 2411.167;  194.278; 1500.056
595.161; 2543.167;  199.278; 1652.056
595.739; 2377.167;  191.278; 1443.056
596.317; 2259.167;  178.278; 1278.056
596.894; 2432.167;  188.278; 1384.056
597.472; 2705.167;  174.278; 1381.056
598.050; 2727.167;  144.278; 1335.056
598.627; 2516.167;  164.278; 1231.056
599.205; 2547.167;  170.278; 1272.056
599.782; 2255.167;  135.278; 1005.056
600.360; 2550.167;  170.278; 1278.056
600.937; 2651.167;  177.278; 1313.056
601.515; 2617.167;  153.278; 1307.056
602.092; 2689.167;  124.278; 1281.056
602.669; 2551.167;  162.278; 1170.056
603.247; 2484.167;  134.278; 1066.056
603.824; 2787.167;  149.278; 1190.056
604.401; 2828.167;  123.278; 1305.056
604.978; 2812.167;  151.278; 1194.056
605.555; 2997.167;  162.278; 1410.056
606.132; 2821.167;  176.278; 1186.056
606.709; 3151.167;  175.278; 1310.056
607.286; 3709.167;  174.278; 1322.056
607.863; 5281.167;  132.278; 1280.056
608.440; 7162.167;  156.278; 1240.056
609.017; 6906.167;   93.278; 1220.056
609.594; 5325.167;  198.278; 1302.056
610.171; 3958.167;  156.278; 1176.056
610.748; 3578.167;  155.278; 1135.056
611.324; 3902.167;  177.278; 1213.056
611.901; 5756.167;  181.278; 1291.056
612.478;17734.167; 1314.278; 8504.056
613.054;13472.167;  187.278; 1279.056
613.631;12558.167;   94.278; 1099.056
614.208; 9812.167;  167.278; 1216.056
614.784; 7221.167;  183.278; 1317.056
615.361; 5398.167;  154.278; 1277.056
615.937; 4607.167;  178.278; 1395.056
616.513; 4252.167;  164.278; 1245.056
617.090; 4201.167;  204.278; 1385.056
617.666; 4062.167;  164.278; 1282.056
618.242; 3876.167;  102.278; 1206.056
618.819; 4231.167;  170.278; 1465.056
619.395; 4081.167;  165.278; 1426.056
619.971; 3866.167;  189.278; 1342.056
620.547; 3646.167;  129.278; 1076.056
621.123; 3971.167;  198.278; 1368.056
621.699; 4029.167;  190.278; 1452.056
622.275; 3782.167;  119.278; 1300.056
622.851; 3842.167;  173.278; 1298.056
623.427; 4006.167;  175.278; 1325.056
624.003; 4097.167;  166.278; 1365.056
624.579; 4068.167;  148.278; 1281.056
625.155; 4262.167;  208.278; 1477.056
625.731; 4152.167;  155.278; 1268.056
626.306; 4020.167;  154.278; 1150.056
626.882; 4660.167;  224.278; 1770.056
627.458; 4123.167;  157.278; 1092.056
628.033; 4774.167;  181.278; 1404.056
628.609; 5485.167;  168.278; 1305.056
629.185; 7467.167;  154.278; 1318.056
629.760;12313.167;  191.278; 1354.056
630.336;19167.167;  143.278; 1131.056
630.911;22286.167;  167.278; 1217.056
631.486;19160.167;  179.278; 1390.056
632.062;14157.167;  156.278; 1218.056
632.637;11096.167;  138.278; 1238.056
633.212;10439.167;  150.278; 1183.056
633.788;11612.167;  166.278; 1216.056
634.363;15425.167;  174.278; 1316.056
634.938;18462.167;  151.278; 1366.056
635.513;16471.167;  198.278; 1444.056
636.088;12005.167;  156.278; 1551.056
636.663; 8457.167;  196.278; 1355.056
637.238; 6984.167;  156.278; 1161.056
637.813; 6558.167;  154.278; 1054.056
638.388; 5859.167;  152.278; 1267.056
638.963; 4482.167;  131.278; 1017.056
639.538; 3608.167;   89.278; 1029.056
640.113; 3537.167;  179.278; 1394.056
640.688; 3156.167;  214.278; 1420.056
641.262; 2767.167;  169.278; 1257.056
641.837; 2406.167;  146.278; 1156.056
642.412; 2413.167;  171.278; 1224.056
642.986; 2472.167;  150.278; 1280.056
643.561; 2287.167;  128.278; 1141.056
644.136; 2339.167;  173.278; 1250.056
644.710; 2252.167;  146.278; 1159.056
645.285; 2384.167;  160.278; 1173.056
645.859; 2829.167;  172.278; 1287.056
646.433; 3819.167;  131.278; 1216.056
647.008; 5315.167;  153.278; 1128.056
647.582; 5731.167;  140.278; 1263.056
648.156; 4601.167;  161.278; 1066.056
648.731; 3486.167;  167.278; 1089.056
649.305; 3181.167;  158.278; 1207.056
649.879; 3141.167;  151.278; 1351.056
650.453; 3373.167;  251.278; 1359.056
651.027; 3020.167;  185.278; 1206.056
651.601; 2868.167;  154.278; 1194.056
652.175; 2696.167;  134.278; 1193.056
652.749; 2440.167;  150.278; 1191.056
653.323; 2392.167;  152.278; 1299.056
653.897; 4149.167;  397.278; 3042.056
654.471; 2169.167;  140.278; 1296.056
655.045; 2035.167;  144.278; 1142.056
655.619; 1825.167;  146.278; 1095.056
656.192; 2007.167;  123.278; 1099.056
656.766; 2012.167;  111.278; 1200.056
657.340; 1770.167;  153.278; 1049.056
657.913; 1833.167;  165.278; 1242.056
658.487; 1768.167;  172.278; 1131.056
659.060; 1817.167;  176.278; 1269.056
659.634; 1825.167;  180.278; 1223.056
660.207; 1940.167;  149.278; 1310.056
660.781; 1796.167;  171.278; 1176.056
661.354; 1723.167;  143.278; 1183.056
661.927; 1944.167;  179.278; 1434.056
662.501; 1650.167;  171.278; 1255.056
663.074; 1401.167;  157.278; 1088.056
663.647; 1539.167;  138.278; 1179.056
664.220; 1635.167;  176.278; 1279.056
664.794; 1543.167;  144.278; 1224.056
665.367; 1822.167;  210.278; 1471.056
665.940; 1610.167;  167.278; 1339.056
666.513; 1583.167;  142.278; 1253.056
667.086; 1659.167;  143.278; 1317.056
667.659; 1393.167;  181.278; 1067.056
668.232; 1710.167;  138.278; 1339.056
668.804; 1624.167;  174.278; 1193.056
669.377; 1625.167;  154.278; 1172.056
669.950; 1825.167;  198.278; 1376.056
670.523; 1788.167;  155.278; 1331.056
671.096; 1578.167;  154.278; 1197.056
671.668; 1401.167;  160.278; 1126.056
672.241; 1614.167;  116.278; 1243.056
672.813; 1562.167;  144.278; 1287.056
673.386; 1395.167;  170.278; 1163.056
673.959; 1552.167;  150.278; 1282.056
674.531; 1402.167;  151.278; 1194.056
675.103; 1452.167;  165.278; 1185.056
675.676; 1424.167;  135.278; 1157.056
676.248; 1321.167;  136.278; 1035.056
676.821; 1371.167;  166.278; 1210.056
677.393; 1488.167;  104.278; 1234.056
677.965; 1515.167;  185.278; 1318.056
678.537; 1543.167;  186.278; 1290.056
679.109; 1286.167;  143.278; 1087.056
679.682; 1327.167;  152.278; 1080.056
680.254; 1349.167;  171.278; 1166.056
680.826; 1191.167;   77.278; 1004.056
681.398; 1485.167;  180.278; 1238.056
681.970; 1390.167;  138.278; 1181.056
682.542; 1385.167;  157.278; 1221.056
683.113; 1490.167;  176.278; 1324.056
683.685; 1321.167;  117.278; 1115.056
684.257; 1442.167;  143.278; 1256.056
684.829; 1400.167;  154.278; 1174.056
685.401; 1282.167;  159.278; 1100.056
685.972; 1320.167;  143.278; 1155.056
686.544; 1448.167;  147.278; 1251.056
687.115; 1454.167;  162.278; 1295.056
687.687; 1385.167;  174.278; 1188.056
688.259; 1390.167;  144.278; 1225.056
688.830; 1413.167;  170.278; 1195.056
689.401; 1309.167;  146.278; 1149.056
689.973; 1738.167;  222.278; 1541.056
690.544; 1428.167;  168.278; 1267.056
691.116; 1538.167;  121.278; 1310.056
691.687; 1300.167;  166.278; 1107.056
692.258; 1402.167;  156.278; 1288.056
692.829; 1296.167;  132.278; 1170.056
693.400; 1339.167;  175.278; 1209.056
693.972; 1252.167;  145.278; 1168.056
694.543; 1285.167;  120.278; 1133.056
695.114; 1692.167;  197.278; 1547.056
695.685; 1257.167;  117.278; 1072.056
696.256; 1261.167;  150.278; 1072.056
696.827; 1305.167;  143.278; 1155.056
697.397; 1244.167;  163.278; 1144.056
697.968; 1357.167;  139.278; 1249.056
698.539; 1296.167;  185.278; 1141.056
699.110; 1434.167;  144.278; 1247.056
699.681; 1294.167;  152.278; 1169.056
700.251; 1223.167;  120.278; 1113.056
700.822; 1416.167;  170.278; 1308.056
701.392; 1377.167;  157.278; 1222.056
701.963; 1338.167;  153.278; 1203.056
702.534; 1210.167;  151.278; 1070.056
703.104; 1195.167;  155.278; 1090.056
703.674; 1241.167;  166.278; 1109.056
704.245; 1220.167;  125.278; 1104.056
704.815; 1292.167;  129.278; 1117.056
705.385; 1176.167;  140.278; 1034.056
705.956; 1297.167;  172.278; 1104.056
706.526; 1344.167;  168.278; 1206.056
707.096; 1271.167;  161.278; 1169.056
707.666; 1301.167;  147.278; 1212.056
708.236; 1331.167;  169.278; 1226.056
708.807; 1114.167;  159.278; 1019.056
709.377; 1195.167;  135.278; 1058.056
709.947; 1259.167;  143.278; 1126.056
710.516; 1334.167;  184.278; 1231.056
711.086; 1179.167;  115.278; 1076.056
711.656; 1392.167;  194.278; 1241.056
712.226; 1349.167;  190.278; 1242.056
712.796; 1329.167;  132.278; 1210.056
713.366; 1424.167;  203.278; 1317.056
713.935; 1281.167;  160.278; 1209.056
714.505; 1311.167;  140.278; 1172.056
715.075; 1232.167;  152.278; 1092.056
715.644; 1160.167;  127.278; 1050.056
716.214; 1249.167;  158.278; 1088.056
716.783; 1452.167;  171.278; 1300.056
717.353; 1365.167;  175.278; 1217.056
717.922; 1131.167;  147.278; 1049.056
718.492; 1195.167;  164.278; 1066.056
719.061; 1450.167;  188.278; 1281.056
719.630; 1325.167;  168.278; 1245.056
720.199; 1334.167;  174.278; 1202.056
720.769; 1289.167;  164.278; 1182.056
721.338; 1367.167;  159.278; 1256.056
721.907; 1308.167;  129.278; 1184.056
722.476; 1374.167;  187.278; 1274.056
723.045; 1182.167;  126.278; 1066.056
723.614; 1378.167;  177.278; 1284.056
724.183; 1173.167;  116.278; 1077.056
724.752; 1173.167;  131.278; 1035.056
725.321; 1284.167;  134.278; 1172.056
725.890; 1214.167;  104.278; 1062.056
726.459; 1134.167;  159.278; 1045.056
727.027; 1412.167;  185.278; 1328.056
727.596; 1602.167;  182.278; 1463.056
728.165; 1155.167;  114.278; 1073.056
728.733; 1232.167;  131.278; 1130.056
729.302; 1386.167;  162.278; 1210.056
729.871; 1323.167;  165.278; 1145.056
730.439; 1340.167;  184.278; 1275.056
731.008; 1361.167;  174.278; 1288.056
731.576; 1781.167;  198.278; 1646.056
732.144; 1284.167;  118.278; 1174.056
732.713; 1399.167;  171.278; 1250.056
733.281; 1409.167;  177.278; 1253.056
733.849; 1172.167;  170.278; 1083.056
734.418; 1276.167;  162.278; 1132.056
734.986; 1273.167;  146.278; 1190.056
735.554; 1295.167;  132.278; 1108.056
736.122; 1180.167;  113.278; 1054.056
736.690; 1357.167;  154.278; 1265.056
737.258; 1289.167;  172.278; 1219.056
737.826; 1248.167;  150.278; 1118.056
738.394; 1357.167;  141.278; 1301.056
738.962; 1617.167;  213.278; 1532.056
739.530; 1346.167;  174.278; 1206.056
740.098; 1286.167;  199.278; 1163.056
740.665; 1563.167;  200.278; 1506.056
741.233; 1402.167;  171.278; 1352.056
741.801; 1334.167;  145.278; 1223.056
742.369; 1310.167;  170.278; 1198.056
742.936; 1106.167;  118.278;  987.056
743.504; 1169.167;  113.278; 1076.056
744.071; 1324.167;  134.278; 1185.056
744.639; 1034.167;  139.278;  975.056
745.206; 1144.167;   72.278; 1040.056
745.774; 1298.167;  166.278; 1213.056
746.341; 1378.167;  169.278; 1311.056
746.908; 1349.167;  180.278; 1232.056
747.476; 1234.167;  114.278; 1133.056
748.043; 1177.167;  151.278; 1161.056
748.610; 1294.167;  150.278; 1156.056
749.177; 1262.167;  149.278; 1169.056
749.744; 1168.167;  129.278; 1069.056
750.311; 1090.167;  166.278;  982.056
750.878; 1114.167;  146.278; 1034.056
751.445; 1218.167;  108.278; 1125.056
752.012; 1248.167;  129.278; 1138.056
752.579; 1277.167;  155.278; 1180.056
753.146; 1308.167;  176.278; 1208.056
753.713; 1254.167;  172.278; 1124.056
754.280; 1274.167;  175.278; 1214.056
754.847; 1351.167;  183.278; 1282.056
755.413; 1790.167;  188.278; 1681.056
755.980; 1221.167;  161.278; 1157.056
756.546; 1344.167;  177.278; 1217.056
757.113;  998.167;   48.278;  958.056
757.680;  951.167;   80.278;  918.056
758.246; 1240.167;  165.278; 1110.056
758.813; 1142.167;  143.278; 1118.056
759.379; 1211.167;  141.278; 1094.056
759.945; 1250.167;  145.278; 1154.056
760.512; 1409.167;  159.278; 1324.056
761.078; 1169.167;  155.278; 1122.056
761.644; 1318.167;  142.278; 1254.056
762.210; 1235.167;  111.278; 1086.056
762.777; 1406.167;  153.278; 1232.056
763.343; 1254.167;  158.278; 1201.056
763.909; 1320.167;  128.278; 1226.056
764.475;  996.167;  126.278;  982.056
765.041; 1269.167;  160.278; 1216.056
765.607; 1160.167;  105.278; 1127.056
766.173; 1248.167;  136.278; 1184.056
766.738; 1197.167;  157.278; 1088.056
767.304; 1253.167;  122.278; 1188.056
767.870; 1326.167;  173.278; 1275.056
768.436; 1413.167;  187.278; 1293.056
769.002; 1333.167;  127.278; 1249.056
769.567; 1290.167;  189.278; 1221.056
770.133; 1156.167;  148.278; 1045.056
770.698; 1406.167;  201.278; 1317.056
771.264; 1202.167;  150.278; 1102.056
771.829; 1278.167;  156.278; 1174.056
772.395; 1212.167;  133.278; 1134.056
772.960; 1209.167;  177.278; 1120.056
773.526; 1300.167;  171.278; 1230.056
774.091; 1342.167;  182.278; 1238.056
774.656; 1188.167;  161.278; 1072.056
775.221; 1313.167;  175.278; 1240.056
775.787; 1102.167;  133.278; 1045.056
776.352; 1045.167;  110.278;  950.056
776.917; 1220.167;  138.278; 1100.056
777.482; 1037.167;   63.278;  935.056
778.047; 1286.167;  136.278; 1143.056
778.612; 1338.167;  183.278; 1248.056
779.177; 1310.167;  148.278; 1222.056
779.742; 1279.167;  142.278; 1141.056
780.307; 1112.167;  144.278; 1049.056
780.871; 1178.167;  151.278; 1075.056
781.436; 1286.167;  176.278; 1151.056
782.001; 1234.167;  165.278; 1152.056
782.566; 1251.167;  142.278; 1126.056
783.130; 1261.167;  123.278; 1230.056
783.695; 1342.167;  170.278; 1257.056
784.259; 1184.167;  165.278; 1081.056
784.824; 1100.167;  153.278; 1029.056
785.388; 1117.167;  118.278; 1084.056
785.953; 1200.167;  122.278; 1090.056
786.517; 1228.167;  154.278; 1150.056
787.081; 1559.167;  189.278; 1410.056
787.646; 1387.167;  181.278; 1336.056
788.210; 1174.167;  126.278; 1113.056
788.774; 1439.167;  194.278; 1336.056
789.338; 1039.167;  128.278;  990.056
789.903; 1149.167;   71.278; 1088.056
790.467; 1269.167;  175.278; 1199.056
791.031; 1244.167;  160.278; 1166.056
791.595; 1469.167;  202.278; 1351.056
792.159; 1143.167;  155.278; 1048.056
792.723; 1376.167;  194.278; 1275.056
793.286; 1322.167;  150.278; 1199.056
793.850; 1251.167;  151.278; 1136.056
794.414; 1384.167;  176.278; 1247.056
794.978; 1147.167;  140.278; 1039.056
795.542; 1597.167;  218.278; 1483.056
796.105; 1294.167;  150.278; 1159.056
796.669; 1305.167;  178.278; 1217.056
797.232; 1295.167;  175.278; 1221.056
797.796; 1321.167;  157.278; 1211.056
798.359; 1178.167;  162.278; 1113.056
798.923;  958.167;   82.278;  837.056
799.486; 1188.167;  142.278; 1120.056
800.050; 1297.167;  158.278; 1192.056
800.613; 1100.167;   69.278; 1033.056
801.176; 1214.167;  166.278; 1088.056
801.739; 1130.167;  136.278; 1048.056
802.303; 1341.167;  160.278; 1259.056
802.866; 1292.167;  156.278; 1253.056
803.429; 1429.167;  113.278; 1294.056
803.992; 1290.167;  160.278; 1241.056
804.555; 1136.167;  149.278; 1085.056
805.118; 1190.167;  143.278; 1067.056
805.681; 1205.167;  165.278; 1122.056
806.244; 1194.167;  165.278; 1114.056
806.807; 1358.167;  159.278; 1230.056
807.369; 1167.167;  135.278; 1030.056
807.932; 1272.167;  164.278; 1165.056
808.495; 1636.167;  191.278; 1490.056
809.058; 1548.167;  215.278; 1444.056
809.620; 1288.167;  156.278; 1232.056
810.183; 1381.167;  158.278; 1226.056
810.745; 1377.167;  197.278; 1238.056
811.308; 1367.167;  168.278; 1246.056
811.870; 1475.167;  162.278; 1353.056
812.433; 1317.167;  181.278; 1147.056
812.995; 1320.167;  142.278; 1234.056
813.557; 1388.167;  157.278; 1274.056
814.120; 1229.167;  147.278; 1146.056
814.682; 1131.167;  152.278; 1036.056
815.244; 1180.167;  159.278; 1127.056
815.806; 1309.167;  152.278; 1132.056
816.368; 1209.167;  145.278; 1136.056
816.930; 1326.167;  112.278; 1170.056
817.492; 1477.167;  195.278; 1387.056
818.054; 1169.167;  112.278; 1093.056
818.616; 1164.167;  129.278; 1069.056
819.178; 1378.167;  193.278; 1215.056
819.740; 1104.167;  127.278; 1042.056
820.302; 1228.167;  116.278; 1097.056
820.864; 1488.167;  185.278; 1358.056
821.425; 1249.167;  185.278; 1092.056
821.987; 1326.167;  169.278; 1175.056
822.549; 1215.167;  156.278; 1118.056
823.110; 1295.167;  175.278; 1228.056
823.672; 1365.167;   93.278; 1180.056
824.233; 1292.167;  169.278; 1177.056
824.795; 1346.167;  137.278; 1255.056
825.356; 1129.167;  131.278;  998.056
825.918; 1213.167;  150.278; 1045.056
826.479; 1162.167;  131.278; 1043.056
827.040; 1273.167;  163.278; 1104.056
827.602; 1446.167;  175.278; 1311.056
828.163; 1374.167;  170.278; 1236.056
828.724; 1236.167;  180.278; 1142.056
829.285; 1320.167;   98.278; 1143.056
829.846; 1210.167;  162.278; 1149.056
830.407; 1374.167;  148.278; 1271.056
830.968; 1196.167;  180.278; 1069.056
831.529; 1209.167;  163.278; 1114.056
832.090; 1339.167;  186.278; 1257.056
832.651; 1130.167;  180.278; 1030.056
833.212; 1176.167;  149.278; 1115.056
833.772; 1163.167;  151.278; 1056.056
834.333; 1348.167;  180.278; 1232.056
834.894; 1225.167;  124.278; 1066.056
835.454; 1248.167;  107.278; 1158.056
836.015; 1129.167;   73.278; 1009.056
836.575; 1345.167;  176.278; 1253.056
837.136; 1167.167;  103.278; 1013.056
837.696; 1338.167;  163.278; 1244.056
838.257; 1271.167;  138.278; 1154.056
838.817; 1282.167;  151.278; 1210.056
839.378; 1282.167;  173.278; 1124.056
839.938; 1125.167;  128.278; 1056.056
840.498; 1082.167;  108.278; 1001.056
841.058; 1063.167;   98.278;  984.056
841.618; 1260.167;  152.278; 1122.056
842.179; 1230.167;  161.278; 1075.056
842.739; 1336.167;  161.278; 1187.056
843.299; 1126.167;  147.278; 1064.056
843.859; 1489.167;  152.278; 1353.056
844.419; 1195.167;  167.278; 1076.056
844.978; 1416.167;  193.278; 1297.056
845.538; 1283.167;  163.278; 1179.056
846.098; 1582.167;  228.278; 1435.056
846.658; 1100.167;   85.278; 1016.056
847.217; 1119.167;  112.278; 1003.056
847.777; 1377.167;  177.278; 1260.056
848.337; 1431.167;  176.278; 1291.056
848.896; 1462.167;  189.278; 1357.056
849.456; 1221.167;  133.278; 1097.056
850.015; 1137.167;  139.278; 1055.056
850.575; 1192.167;  139.278; 1137.056
851.134; 1143.167;  157.278; 1033.056
851.694; 1414.167;  159.278; 1230.056
852.253; 1304.167;  163.278; 1160.056
852.812; 1470.167;  170.278; 1333.056
853.371; 1203.167;  126.278; 1098.056
853.931; 1283.167;  137.278; 1144.056
854.490; 1226.167;  152.278; 1056.056
855.049; 1249.167;  142.278; 1125.056
855.608; 1304.167;  154.278; 1184.056
856.167; 1249.167;  144.278; 1116.056
856.726; 1437.167;  187.278; 1293.056
857.285; 1220.167;  155.278; 1139.056
857.844; 1404.167;  206.278; 1320.056
858.402; 1243.167;  130.278; 1149.056
858.961; 1310.167;  157.278; 1199.056
859.520; 1158.167;  158.278; 1054.056
860.079; 1305.167;  156.278; 1237.056
860.637; 1209.167;  116.278; 1129.056
861.196; 1255.167;  180.278; 1164.056
861.754; 1322.167;  129.278; 1191.056
862.313; 1108.167;  146.278; 1022.056
862.871; 1200.167;  151.278; 1086.056
863.430; 1176.167;  153.278; 1074.056
863.988; 1109.167;   97.278; 1039.056
864.547; 1614.167;  229.278; 1479.056
865.105; 1331.167;  154.278; 1238.056
865.663; 1291.167;  104.278; 1150.056
866.221; 1301.167;  171.278; 1202.056
866.779; 1226.167;  159.278; 1127.056
867.338; 1040.167;   81.278;  989.056
867.896; 1265.167;  182.278; 1166.056
868.454; 1125.167;  145.278; 1050.056
869.012; 1290.167;  120.278; 1178.056
869.570; 1258.167;  132.278; 1077.056
870.127; 1243.167;  151.278; 1198.056
870.685; 1200.167;  136.278; 1094.056
871.243; 1408.167;  151.278; 1306.056
871.801; 1192.167;  161.278; 1060.056
872.359; 1396.167;  155.278; 1290.056
872.916; 1313.167;  172.278; 1172.056
873.474; 1203.167;  127.278; 1144.056
874.031; 1265.167;  152.278; 1176.056
874.589; 1279.167;  171.278; 1205.056
875.146; 1153.167;  138.278; 1104.056
875.704; 1112.167;  129.278; 1079.056
876.261; 4859.167;  758.278; 5439.056
876.819; 1416.167;  211.278; 1367.056
877.376; 1753.167;  222.278; 1626.056
877.933; 1556.167;  216.278; 1447.056
878.490; 1357.167;  163.278; 1279.056
879.048; 1119.167;  148.278; 1055.056
879.605; 1421.167;  192.278; 1301.056
880.162; 1330.167;  176.278; 1266.056
880.719; 1301.167;  155.278; 1199.056
881.276; 1192.167;  160.278; 1097.056
881.833; 1385.167;  179.278; 1325.056
882.390; 1144.167;  167.278; 1030.056
882.947; 1324.167;  169.278; 1174.056
883.503; 1312.167;  134.278; 1237.056
884.060; 1341.167;  159.278; 1284.056
884.617; 1238.167;  146.278; 1150.056
885.174; 1371.167;  166.278; 1296.056
885.730; 1221.167;  171.278; 1122.056
886.287; 1327.167;  178.278; 1168.056
886.843; 1388.167;  162.278; 1283.056
887.400; 1104.167;   88.278; 1010.056
887.956; 1391.167;  148.278; 1265.056
888.513; 1474.167;  204.278; 1380.056
889.069; 1287.167;  156.278; 1153.056
889.625; 1219.167;  150.278; 1107.056
890.182; 1249.167;  171.278; 1106.056
890.738; 1319.167;  133.278; 1206.056
891.294; 1200.167;  147.278; 1107.056
891.850; 1171.167;  129.278; 1072.056
892.406; 1245.167;  158.278; 1131.056
892.962; 1180.167;  154.278; 1082.056
893.518; 1243.167;  165.278; 1166.056
894.074; 1241.167;  130.278; 1081.056
894.630; 1407.167;  177.278; 1291.056
895.186; 1178.167;  132.278; 1081.056
895.742; 1239.167;  160.278; 1138.056
896.298; 1307.167;  149.278; 1204.056
896.853; 1200.167;   98.278; 1122.056
897.409; 1401.167;  141.278; 1283.056
897.965; 1322.167;  153.278; 1216.056
898.520; 1287.167;  149.278; 1188.056
899.076; 1365.167;  173.278; 1257.056
899.631; 1323.167;  150.278; 1186.056
900.187; 1246.167;  159.278; 1139.056
900.742; 1384.167;  159.278; 1285.056
901.297; 1429.167;  173.278; 1321.056
901.853; 1322.167;  171.278; 1320.056
902.408; 1233.167;   74.278; 1124.056
902.963; 1362.167;  144.278; 1205.056
903.518; 1233.167;  164.278; 1210.056
904.074; 1368.167;  147.278; 1304.056
904.629; 1244.167;  162.278; 1119.056
905.184; 1298.167;  184.278; 1211.056
905.739; 1390.167;  201.278; 1316.056
906.294; 1378.167;  165.278; 1288.056
906.849; 1353.167;  162.278; 1267.056
907.403; 1263.167;  156.278; 1181.056
907.958; 1116.167;  119.278; 1033.056
908.513; 1390.167;  173.278; 1289.056
909.068; 1468.167;  195.278; 1377.056
909.622; 1440.167;  176.278; 1267.056
910.177; 1419.167;  185.278; 1354.056
910.732; 1337.167;  106.278; 1260.056
911.286; 1282.167;  189.278; 1176.056
911.841; 1251.167;  150.278; 1196.056
912.395; 1271.167;  151.278; 1157.056
912.950; 1343.167;  175.278; 1166.056
913.504; 1796.167;  210.278; 1701.056
914.058; 1234.167;  117.278; 1141.056
914.613; 1323.167;  136.278; 1251.056
915.167; 1277.167;  140.278; 1190.056
915.721; 1121.167;  150.278; 1032.056
916.275; 1375.167;  160.278; 1266.056
916.829; 1424.167;  171.278; 1260.056
917.383; 1297.167;  137.278; 1179.056
917.937; 1372.167;  171.278; 1262.056
918.491; 1316.167;  150.278; 1233.056
919.045; 1205.167;  163.278; 1174.056
919.599; 1247.167;  144.278; 1159.056
920.153; 1248.167;  155.278; 1167.056
920.706; 1309.167;  158.278; 1264.056
921.260; 1261.167;  158.278; 1178.056
921.814; 1222.167;  134.278; 1108.056
922.367; 1423.167;  193.278; 1361.056
922.921; 1355.167;  180.278; 1255.056
923.475; 1264.167;  116.278; 1145.056
924.028; 1354.167;  158.278; 1308.056
924.581; 1464.167;  208.278; 1359.056
