
Integration time [ms]: 1000.000
Averaging Nr. [scans]: 1
Smoothing Nr. [pixels]: 0
Data measured with spectrometer [name]: 1308032U1
Wave   ;Sample   ;Dark     ;Reference;Scope
[nm]   ;[counts] ;[counts] ;[counts] 
549.400; 2001.667;  169.278; 1208.056
549.981; 2237.667;  167.278; 1410.056
550.561; 1977.667;  133.278; 1133.056
551.142; 2050.667;  156.278; 1165.056
551.723; 2210.667;  181.278; 1376.056
552.303; 1998.667;  155.278; 1193.056
552.884; 2176.667;  194.278; 1320.056
553.464; 2290.667;  175.278; 1462.056
554.045; 2340.667;  223.278; 1494.056
554.625; 1980.667;  151.278; 1171.056
555.205; 2090.667;  174.278; 1264.056
555.786; 2047.667;  142.278; 1305.056
556.366; 2072.667;  146.278; 1212.056
556.946; 2321.667;  142.278; 1456.056
557.526; 2263.667;  200.278; 1335.056
558.107; 2224.667;  156.278; 1383.056
558.687; 2433.667;  210.278; 1508.056
559.267; 2161.667;  154.278; 1283.056
559.847; 2242.667;  172.278; 1361.056
560.427; 2303.667;  107.278; 1401.056
561.007; 2323.667;  183.278; 1411.056
561.587; 2100.667;  140.278; 1217.056
562.167; 2332.667;  220.278; 1409.056
562.747; 2270.667;  169.278; 1404.056
563.327; 2105.667;  148.278; 1222.056
563.906; 2153.667;   72.278; 1191.056
564.486; 2333.667;  203.278; 1344.056
565.066; 2097.667;  119.278; 1138.056
565.646; 2248.667;  167.278; 1259.056
566.225; 2074.667;  131.278; 1136.056
566.805; 2312.667;  193.278; 1365.056
567.384; 2254.667;  128.278; 1301.056
567.964; 2402.667;  184.278; 1384.056
568.544; 2197.667;  172.278; 1197.056
569.123; 2262.667;  128.278; 1233.056
569.702; 2177.667;  133.278; 1238.056
570.282; 2294.667;  135.278; 1348.056
570.861; 2290.667;  127.278; 1229.056
571.441; 2366.667;   97.278; 1274.056
572.020; 2376.667;  159.278; 1290.056
572.599; 2368.667;  181.278; 1280.056
573.178; 2624.667;  184.278; 1511.056
573.758; 2240.667;  168.278; 1246.056
574.337; 2544.667;  177.278; 1514.056
574.916; 2225.667;  150.278; 1074.056
575.495; 2367.667;  147.278; 1209.056
576.074; 2355.667;  165.278; 1205.056
576.653; 2943.667;  245.278; 1764.056
577.232; 2533.667;  163.278; 1374.056
577.811; 2522.667;  110.278; 1266.056
578.390; 2427.667;  110.278; 1158.056
578.969; 2425.667;  141.278; 1046.056
579.547; 2591.667;  147.278; 1297.056
580.126; 2708.667;  170.278; 1360.056
580.705; 2626.667;  154.278; 1266.056
581.284; 2851.667;  152.278; 1442.056
581.862; 2742.667;  161.278; 1250.056
582.441; 2801.667;  164.278; 1212.056
583.019; 2909.667;  162.278; 1167.056
583.598; 2970.667;  178.278; 1374.056
584.177; 2961.667;  157.278; 1378.056
584.755; 2972.667;  149.278; 1212.056
585.333; 3076.667;  199.278; 1271.056
585.912; 3156.667;  152.278; 1291.056
586.490; 3418.667;  190.278; 1378.056
587.069; 3218.667;  161.278; 1196.056
587.647; 3263.667;  131.278; 1159.056
588.225; 3385.667;  142.278; 1197.056
588.803; 3425.667;  149.278; 1137.056
589.381; 3664.667;  162.278; 1252.056
589.960; 3848.667;  169.278; 1353.056
590.538; 3755.667;  122.278; 1153.056
591.116; 3850.667;  158.278; 1144.056
591.694; 4238.667;  175.278; 1386.056
592.272; 4227.667;  168.278; 1273.056
592.850; 4437.667;  161.278; 1412.056
593.428; 4577.667;  174.278; 1370.056
594.006; 4486.667;  134.278; 1157.056
594.583; 5028.667;  194.278; 1500.056
595.161; 5329.667;  199.278; 1652.056
595.739; 5284.667;  191.278; 1443.056
596.317; 5330.667;  178.278; 1278.056
596.894; 5518.667;  188.278; 1384.056
597.472; 5799.667;  174.278; 1381.056
598.050; 5876.667;  144.278; 1335.056
598.627; 5975.667;  164.278; 1231.056
599.205; 6216.667;  170.278; 1272.056
599.782; 6164.667;  135.278; 1005.056
600.360; 6605.667;  170.278; 1278.056
600.937; 6821.667;  177.278; 1313.056
601.515; 7005.667;  153.278; 1307.056
602.092; 7241.667;  124.278; 1281.056
602.669; 7379.667;  162.278; 1170.056
603.247; 7572.667;  134.278; 1066.056
603.824; 7992.667;  149.278; 1190.056
604.401; 8176.667;  123.278; 1305.056
604.978; 8462.667;  151.278; 1194.056
605.555; 8813.667;  162.278; 1410.056
606.132; 8949.667;  176.278; 1186.056
606.709; 9399.667;  175.278; 1310.056
607.286; 9743.667;  174.278; 1322.056
607.863; 9894.667;  132.278; 1280.056
608.440;10120.667;  156.278; 1240.056
609.017;10420.667;   93.278; 1220.056
609.594;10741.667;  198.278; 1302.056
610.171;10777.667;  156.278; 1176.056
610.748;11116.667;  155.278; 1135.056
611.324;11419.667;  177.278; 1213.056
611.901;11833.667;  181.278; 1291.056
612.478;18998.667; 1314.278; 8504.056
613.054;12252.667;  187.278; 1279.056
613.631;12159.667;   94.278; 1099.056
614.208;12615.667;  167.278; 1216.056
614.784;12846.667;  183.278; 1317.056
615.361;13068.667;  154.278; 1277.056
615.937;13515.667;  178.278; 1395.056
616.513;13863.667;  164.278; 1245.056
617.090;14289.667;  204.278; 1385.056
617.666;14384.667;  164.278; 1282.056
618.242;14699.667;  102.278; 1206.056
618.819;15091.667;  170.278; 1465.056
619.395;15411.667;  165.278; 1426.056
619.971;15520.667;  189.278; 1342.056
620.547;16245.667;  129.278; 1076.056
621.123;17309.667;  198.278; 1368.056
621.699;17905.667;  190.278; 1452.056
622.275;18185.667;  119.278; 1300.056
622.851;18771.667;  173.278; 1298.056
623.427;19282.667;  175.278; 1325.056
624.003;19528.667;  166.278; 1365.056
624.579;20194.667;  148.278; 1281.056
625.155;20596.667;  208.278; 1477.056
625.731;21061.667;  155.278; 1268.056
626.306;21348.667;  154.278; 1150.056
626.882;22063.667;  224.278; 1770.056
627.458;21768.667;  157.278; 1092.056
628.033;22769.667;  181.278; 1404.056
628.609;22978.667;  168.278; 1305.056
629.185;23659.667;  154.278; 1318.056
629.760;23727.667;  191.278; 1354.056
630.336;24217.667;  143.278; 1131.056
630.911;24554.667;  167.278; 1217.056
631.486;25068.667;  179.278; 1390.056
632.062;25237.667;  156.278; 1218.056
632.637;25625.667;  138.278; 1238.056
633.212;25944.667;  150.278; 1183.056
633.788;26512.667;  166.278; 1216.056
634.363;27015.667;  174.278; 1316.056
634.938;27098.667;  151.278; 1366.056
635.513;27676.667;  198.278; 1444.056
636.088;27933.667;  156.278; 1551.056
636.663;28183.667;  196.278; 1355.056
637.238;28223.667;  156.278; 1161.056
637.813;28472.667;  154.278; 1054.056
638.388;28927.667;  152.278; 1267.056
638.963;29068.667;  131.278; 1017.056
639.538;29301.667;   89.278; 1029.056
640.113;29767.667;  179.278; 1394.056
640.688;30131.667;  214.278; 1420.056
641.262;30163.667;  169.278; 1257.056
641.837;30517.667;  146.278; 1156.056
642.412;30560.667;  171.278; 1224.056
642.986;30561.667;  150.278; 1280.056
643.561;30863.667;  128.278; 1141.056
644.136;30941.667;  173.278; 1250.056
644.710;31122.667;  146.278; 1159.056
645.285;31325.667;  160.278; 1173.056
645.859;31610.667;  172.278; 1287.056
646.433;31647.667;  131.278; 1216.056
647.008;31656.667;  153.278; 1128.056
647.582;31972.667;  140.278; 1263.056
648.156;32006.667;  161.278; 1066.056
648.731;32036.667;  167.278; 1089.056
649.305;31863.667;  158.278; 1207.056
649.879;32333.667;  151.278; 1351.056
650.453;32555.667;  251.278; 1359.056
651.027;32354.667;  185.278; 1206.056
651.601;32649.667;  154.278; 1194.056
652.175;32887.667;  134.278; 1193.056
652.749;33046.667;  150.278; 1191.056
653.323;33305.667;  152.278; 1299.056
653.897;35348.667;  397.278; 3042.056
654.471;33744.667;  140.278; 1296.056
655.045;33537.667;  144.278; 1142.056
655.619;33704.667;  146.278; 1095.056
656.192;33732.667;  123.278; 1099.056
656.766;33475.667;  111.278; 1200.056
657.340;32945.667;  153.278; 1049.056
657.913;32892.667;  165.278; 1242.056
658.487;32733.667;  172.278; 1131.056
659.060;32667.667;  176.278; 1269.056
659.634;32899.667;  180.278; 1223.056
660.207;32804.667;  149.278; 1310.056
660.781;32111.667;  171.278; 1176.056
661.354;31062.667;  143.278; 1183.056
661.927;30409.667;  179.278; 1434.056
662.501;29745.667;  171.278; 1255.056
663.074;29317.667;  157.278; 1088.056
663.647;29003.667;  138.278; 1179.056
664.220;28730.667;  176.278; 1279.056
664.794;28562.667;  144.278; 1224.056
665.367;28606.667;  210.278; 1471.056
665.940;28050.667;  167.278; 1339.056
666.513;27869.667;  142.278; 1253.056
667.086;27532.667;  143.278; 1317.056
667.659;27178.667;  181.278; 1067.056
668.232;27310.667;  138.278; 1339.056
668.804;26958.667;  174.278; 1193.056
669.377;26468.667;  154.278; 1172.056
669.950;26351.667;  198.278; 1376.056
670.523;26170.667;  155.278; 1331.056
671.096;25828.667;  154.278; 1197.056
671.668;25384.667;  160.278; 1126.056
672.241;25465.667;  116.278; 1243.056
672.813;25131.667;  144.278; 1287.056
673.386;24838.667;  170.278; 1163.056
673.959;24527.667;  150.278; 1282.056
674.531;24375.667;  151.278; 1194.056
675.103;23984.667;  165.278; 1185.056
675.676;23713.667;  135.278; 1157.056
676.248;23392.667;  136.278; 1035.056
676.821;23157.667;  166.278; 1210.056
677.393;22929.667;  104.278; 1234.056
677.965;22599.667;  185.278; 1318.056
678.537;22186.667;  186.278; 1290.056
679.109;21609.667;  143.278; 1087.056
679.682;21564.667;  152.278; 1080.056
680.254;21182.667;  171.278; 1166.056
680.826;20517.667;   77.278; 1004.056
681.398;20644.667;  180.278; 1238.056
681.970;20244.667;  138.278; 1181.056
682.542;19807.667;  157.278; 1221.056
683.113;19754.667;  176.278; 1324.056
683.685;19322.667;  117.278; 1115.056
684.257;19141.667;  143.278; 1256.056
684.829;18877.667;  154.278; 1174.056
685.401;18609.667;  159.278; 1100.056
685.972;18316.667;  143.278; 1155.056
686.544;18080.667;  147.278; 1251.056
687.115;17814.667;  162.278; 1295.056
687.687;17592.667;  174.278; 1188.056
688.259;17456.667;  144.278; 1225.056
688.830;17149.667;  170.278; 1195.056
689.401;16719.667;  146.278; 1149.056
689.973;16966.667;  222.278; 1541.056
690.544;16425.667;  168.278; 1267.056
691.116;16329.667;  121.278; 1310.056
691.687;15854.667;  166.278; 1107.056
692.258;15721.667;  156.278; 1288.056
692.829;15406.667;  132.278; 1170.056
693.400;15174.667;  175.278; 1209.056
693.972;15030.667;  145.278; 1168.056
694.543;14568.667;  120.278; 1133.056
695.114;14752.667;  197.278; 1547.056
695.685;14052.667;  117.278; 1072.056
696.256;14004.667;  150.278; 1072.056
696.827;13676.667;  143.278; 1155.056
697.397;13549.667;  163.278; 1144.056
697.968;13381.667;  139.278; 1249.056
698.539;13055.667;  185.278; 1141.056
699.110;13123.667;  144.278; 1247.056
699.681;12685.667;  152.278; 1169.056
700.251;12490.667;  120.278; 1113.056
700.822;12510.667;  170.278; 1308.056
701.392;12129.667;  157.278; 1222.056
701.963;11929.667;  153.278; 1203.056
702.534;11684.667;  151.278; 1070.056
703.104;11510.667;  155.278; 1090.056
703.674;11216.667;  166.278; 1109.056
704.245;11006.667;  125.278; 1104.056
704.815;10882.667;  129.278; 1117.056
705.385;10673.667;  140.278; 1034.056
705.956;10622.667;  172.278; 1104.056
706.526;10393.667;  168.278; 1206.056
707.096;10244.667;  161.278; 1169.056
707.666;10160.667;  147.278; 1212.056
708.236; 9992.667;  169.278; 1226.056
708.807; 9622.667;  159.278; 1019.056
709.377; 9466.667;  135.278; 1058.056
709.947; 9419.667;  143.278; 1126.056
710.516; 9371.667;  184.278; 1231.056
711.086; 9145.667;  115.278; 1076.056
711.656; 9140.667;  194.278; 1241.056
712.226; 9038.667;  190.278; 1242.056
712.796; 8699.667;  132.278; 1210.056
713.366; 8723.667;  203.278; 1317.056
713.935; 8362.667;  160.278; 1209.056
714.505; 8293.667;  140.278; 1172.056
715.075; 8104.667;  152.278; 1092.056
715.644; 7957.667;  127.278; 1050.056
716.214; 7791.667;  158.278; 1088.056
716.783; 7932.667;  171.278; 1300.056
717.353; 7762.667;  175.278; 1217.056
717.922; 7439.667;  147.278; 1049.056
718.492; 7290.667;  164.278; 1066.056
719.061; 7489.667;  188.278; 1281.056
719.630; 7155.667;  168.278; 1245.056
720.199; 6996.667;  174.278; 1202.056
720.769; 6871.667;  164.278; 1182.056
721.338; 6896.667;  159.278; 1256.056
721.907; 6740.667;  129.278; 1184.056
722.476; 6721.667;  187.278; 1274.056
723.045; 6459.667;  126.278; 1066.056
723.614; 6481.667;  177.278; 1284.056
724.183; 6157.667;  116.278; 1077.056
724.752; 5979.667;  131.278; 1035.056
725.321; 6212.667;  134.278; 1172.056
725.890; 5925.667;  104.278; 1062.056
726.459; 5846.667;  159.278; 1045.056
727.027; 6028.667;  185.278; 1328.056
727.596; 5989.667;  182.278; 1463.056
728.165; 5493.667;  114.278; 1073.056
728.733; 5508.667;  131.278; 1130.056
729.302; 5646.667;  162.278; 1210.056
729.871; 5501.667;  165.278; 1145.056
730.439; 5462.667;  184.278; 1275.056
731.008; 5456.667;  174.278; 1288.056
731.576; 5617.667;  198.278; 1646.056
732.144; 5030.667;  118.278; 1174.056
732.713; 5096.667;  171.278; 1250.056
733.281; 5060.667;  177.278; 1253.056
733.849; 4717.667;  170.278; 1083.056
734.418; 4814.667;  162.278; 1132.056
734.986; 4784.667;  146.278; 1190.056
735.554; 4733.667;  132.278; 1108.056
736.122; 4547.667;  113.278; 1054.056
736.690; 4634.667;  154.278; 1265.056
737.258; 4522.667;  172.278; 1219.056
737.826; 4443.667;  150.278; 1118.056
738.394; 4422.667;  141.278; 1301.056
738.962; 4663.667;  213.278; 1532.056
739.530; 4350.667;  174.278; 1206.056
740.098; 4234.667;  199.278; 1163.056
740.665; 4389.667;  200.278; 1506.056
741.233; 4194.667;  171.278; 1352.056
741.801; 4137.667;  145.278; 1223.056
742.369; 4034.667;  170.278; 1198.056
742.936; 3784.667;  118.278;  987.056
743.504; 3744.667;  113.278; 1076.056
744.071; 3830.667;  134.278; 1185.056
744.639; 3514.667;  139.278;  975.056
745.206; 3618.667;   72.278; 1040.056
745.774; 3747.667;  166.278; 1213.056
746.341; 3769.667;  169.278; 1311.056
746.908; 3688.667;  180.278; 1232.056
747.476; 3498.667;  114.278; 1133.056
748.043; 3398.667;  151.278; 1161.056
748.610; 3427.667;  150.278; 1156.056
749.177; 3412.667;  149.278; 1169.056
749.744; 3277.667;  129.278; 1069.056
750.311; 3174.667;  166.278;  982.056
750.878; 3070.667;  146.278; 1034.056
751.445; 3199.667;  108.278; 1125.056
752.012; 3159.667;  129.278; 1138.056
752.579; 3130.667;  155.278; 1180.056
753.146; 3204.667;  176.278; 1208.056
753.713; 3110.667;  172.278; 1124.056
754.280; 3149.667;  175.278; 1214.056
754.847; 3081.667;  183.278; 1282.056
755.413; 3484.667;  188.278; 1681.056
755.980; 2915.667;  161.278; 1157.056
756.546; 3018.667;  177.278; 1217.056
757.113; 2576.667;   48.278;  958.056
757.680; 2608.667;   80.278;  918.056
758.246; 2743.667;  165.278; 1110.056
758.813; 2701.667;  143.278; 1118.056
759.379; 2704.667;  141.278; 1094.056
759.945; 2735.667;  145.278; 1154.056
760.512; 2833.667;  159.278; 1324.056
761.078; 2669.667;  155.278; 1122.056
761.644; 2692.667;  142.278; 1254.056
762.210; 2557.667;  111.278; 1086.056
762.777; 2699.667;  153.278; 1232.056
763.343; 2668.667;  158.278; 1201.056
763.909; 2580.667;  128.278; 1226.056
764.475; 2347.667;  126.278;  982.056
765.041; 2450.667;  160.278; 1216.056
765.607; 2397.667;  105.278; 1127.056
766.173; 2407.667;  136.278; 1184.056
766.738; 2317.667;  157.278; 1088.056
767.304; 2419.667;  122.278; 1188.056
767.870; 2472.667;  173.278; 1275.056
768.436; 2512.667;  187.278; 1293.056
769.002; 2441.667;  127.278; 1249.056
769.567; 2314.667;  189.278; 1221.056
770.133; 2177.667;  148.278; 1045.056
770.698; 2411.667;  201.278; 1317.056
771.264; 2239.667;  150.278; 1102.056
771.829; 2202.667;  156.278; 1174.056
772.395; 2142.667;  133.278; 1134.056
772.960; 2134.667;  177.278; 1120.056
773.526; 2187.667;  171.278; 1230.056
774.091; 2185.667;  182.278; 1238.056
774.656; 2114.667;  161.278; 1072.056
775.221; 2156.667;  175.278; 1240.056
775.787; 1902.667;  133.278; 1045.056
776.352; 1851.667;  110.278;  950.056
776.917; 1982.667;  138.278; 1100.056
777.482; 1848.667;   63.278;  935.056
778.047; 2043.667;  136.278; 1143.056
778.612; 2082.667;  183.278; 1248.056
779.177; 1977.667;  148.278; 1222.056
779.742; 1984.667;  142.278; 1141.056
780.307; 1825.667;  144.278; 1049.056
780.871; 1871.667;  151.278; 1075.056
781.436; 1988.667;  176.278; 1151.056
782.001; 1908.667;  165.278; 1152.056
782.566; 1883.667;  142.278; 1126.056
783.130; 1928.667;  123.278; 1230.056
783.695; 1931.667;  170.278; 1257.056
784.259; 1797.667;  165.278; 1081.056
784.824; 1763.667;  153.278; 1029.056
785.388; 1747.667;  118.278; 1084.056
785.953; 1727.667;  122.278; 1090.056
786.517; 1781.667;  154.278; 1150.056
787.081; 2074.667;  189.278; 1410.056
787.646; 1929.667;  181.278; 1336.056
788.210; 1713.667;  126.278; 1113.056
788.774; 1983.667;  194.278; 1336.056
789.338; 1568.667;  128.278;  990.056
789.903; 1576.667;   71.278; 1088.056
790.467; 1766.667;  175.278; 1199.056
791.031; 1742.667;  160.278; 1166.056
791.595; 1931.667;  202.278; 1351.056
792.159; 1565.667;  155.278; 1048.056
792.723; 1745.667;  194.278; 1275.056
793.286; 1708.667;  150.278; 1199.056
793.850; 1686.667;  151.278; 1136.056
794.414; 1727.667;  176.278; 1247.056
794.978; 1534.667;  140.278; 1039.056
795.542; 1950.667;  218.278; 1483.056
796.105; 1665.667;  150.278; 1159.056
796.669; 1680.667;  178.278; 1217.056
797.232; 1641.667;  175.278; 1221.056
797.796; 1690.667;  157.278; 1211.056
798.359; 1528.667;  162.278; 1113.056
798.923; 1332.667;   82.278;  837.056
799.486; 1559.667;  142.278; 1120.056
800.050; 1600.667;  158.278; 1192.056
800.613; 1426.667;   69.278; 1033.056
801.176; 1527.667;  166.278; 1088.056
801.739; 1443.667;  136.278; 1048.056
802.303; 1655.667;  160.278; 1259.056
802.866; 1611.667;  156.278; 1253.056
803.429; 1688.667;  113.278; 1294.056
803.992; 1589.667;  160.278; 1241.056
804.555; 1445.667;  149.278; 1085.056
805.118; 1397.667;  143.278; 1067.056
805.681; 1445.667;  165.278; 1122.056
806.244; 1469.667;  165.278; 1114.056
806.807; 1492.667;  159.278; 1230.056
807.369; 1384.667;  135.278; 1030.056
807.932; 1486.667;  164.278; 1165.056
808.495; 1760.667;  191.278; 1490.056
809.058; 1704.667;  215.278; 1444.056
809.620; 1505.667;  156.278; 1232.056
810.183; 1497.667;  158.278; 1226.056
810.745; 1518.667;  197.278; 1238.056
811.308; 1547.667;  168.278; 1246.056
811.870; 1655.667;  162.278; 1353.056
812.433; 1442.667;  181.278; 1147.056
812.995; 1500.667;  142.278; 1234.056
813.557; 1494.667;  157.278; 1274.056
814.120; 1469.667;  147.278; 1146.056
814.682; 1327.667;  152.278; 1036.056
815.244; 1402.667;  159.278; 1127.056
815.806; 1405.667;  152.278; 1132.056
816.368; 1336.667;  145.278; 1136.056
816.930; 1412.667;  112.278; 1170.056
817.492; 1583.667;  195.278; 1387.056
818.054; 1298.667;  112.278; 1093.056
818.616; 1346.667;  129.278; 1069.056
819.178; 1443.667;  193.278; 1215.056
819.740; 1267.667;  127.278; 1042.056
820.302; 1321.667;  116.278; 1097.056
820.864; 1566.667;  185.278; 1358.056
821.425; 1370.667;  185.278; 1092.056
821.987; 1417.667;  169.278; 1175.056
822.549; 1367.667;  156.278; 1118.056
823.110; 1428.667;  175.278; 1228.056
823.672; 1384.667;   93.278; 1180.056
824.233; 1368.667;  169.278; 1177.056
824.795; 1466.667;  137.278; 1255.056
825.356; 1217.667;  131.278;  998.056
825.918; 1283.667;  150.278; 1045.056
826.479; 1277.667;  131.278; 1043.056
827.040; 1349.667;  163.278; 1104.056
827.602; 1502.667;  175.278; 1311.056
828.163; 1402.667;  170.278; 1236.056
828.724; 1389.667;  180.278; 1142.056
829.285; 1360.667;   98.278; 1143.056
829.846; 1288.667;  162.278; 1149.056
830.407; 1436.667;  148.278; 1271.056
830.968; 1240.667;  180.278; 1069.056
831.529; 1310.667;  163.278; 1114.056
832.090; 1399.667;  186.278; 1257.056
832.651; 1189.667;  180.278; 1030.056
833.212; 1219.667;  149.278; 1115.056
833.772; 1255.667;  151.278; 1056.056
834.333; 1374.667;  180.278; 1232.056
834.894; 1239.667;  124.278; 1066.056
835.454; 1328.667;  107.278; 1158.056
836.015; 1191.667;   73.278; 1009.056
836.575; 1389.667;  176.278; 1253.056
837.136; 1220.667;  103.278; 1013.056
837.696; 1307.667;  163.278; 1244.056
838.257; 1241.667;  138.278; 1154.056
838.817; 1345.667;  151.278; 1210.056
839.378; 1334.667;  173.278; 1124.056
839.938; 1191.667;  128.278; 1056.056
840.498; 1125.667;  108.278; 1001.056
841.058; 1070.667;   98.278;  984.056
841.618; 1260.667;  152.278; 1122.056
842.179; 1232.667;  161.278; 1075.056
842.739; 1351.667;  161.278; 1187.056
843.299; 1174.667;  147.278; 1064.056
843.859; 1428.667;  152.278; 1353.056
844.419; 1169.667;  167.278; 1076.056
844.978; 1415.667;  193.278; 1297.056
845.538; 1303.667;  163.278; 1179.056
846.098; 1630.667;  228.278; 1435.056
846.658; 1101.667;   85.278; 1016.056
847.217; 1134.667;  112.278; 1003.056
847.777; 1365.667;  177.278; 1260.056
848.337; 1363.667;  176.278; 1291.056
848.896; 1420.667;  189.278; 1357.056
849.456; 1214.667;  133.278; 1097.056
850.015; 1154.667;  139.278; 1055.056
850.575; 1218.667;  139.278; 1137.056
851.134; 1147.667;  157.278; 1033.056
851.694; 1367.667;  159.278; 1230.056
852.253; 1316.667;  163.278; 1160.056
852.812; 1490.667;  170.278; 1333.056
853.371; 1186.667;  126.278; 1098.056
853.931; 1269.667;  137.278; 1144.056
854.490; 1183.667;  152.278; 1056.056
855.049; 1219.667;  142.278; 1125.056
855.608; 1292.667;  154.278; 1184.056
856.167; 1246.667;  144.278; 1116.056
856.726; 1416.667;  187.278; 1293.056
857.285; 1255.667;  155.278; 1139.056
857.844; 1389.667;  206.278; 1320.056
858.402; 1265.667;  130.278; 1149.056
858.961; 1324.667;  157.278; 1199.056
859.520; 1203.667;  158.278; 1054.056
860.079; 1285.667;  156.278; 1237.056
860.637; 1252.667;  116.278; 1129.056
861.196; 1276.667;  180.278; 1164.056
861.754; 1249.667;  129.278; 1191.056
862.313; 1139.667;  146.278; 1022.056
862.871; 1136.667;  151.278; 1086.056
863.430; 1131.667;  153.278; 1074.056
863.988; 1107.667;   97.278; 1039.056
864.547; 1596.667;  229.278; 1479.056
865.105; 1287.667;  154.278; 1238.056
865.663; 1247.667;  104.278; 1150.056
866.221; 1303.667;  171.278; 1202.056
866.779; 1239.667;  159.278; 1127.056
867.338; 1067.667;   81.278;  989.056
867.896; 1227.667;  182.278; 1166.056
868.454; 1103.667;  145.278; 1050.056
869.012; 1253.667;  120.278; 1178.056
869.570; 1209.667;  132.278; 1077.056
870.127; 1237.667;  151.278; 1198.056
870.685; 1139.667;  136.278; 1094.056
871.243; 1381.667;  151.278; 1306.056
871.801; 1112.667;  161.278; 1060.056
872.359; 1374.667;  155.278; 1290.056
872.916; 1326.667;  172.278; 1172.056
873.474; 1225.667;  127.278; 1144.056
874.031; 1286.667;  152.278; 1176.056
874.589; 1285.667;  171.278; 1205.056
875.146; 1150.667;  138.278; 1104.056
875.704; 1156.667;  129.278; 1079.056
876.261; 5566.667;  758.278; 5439.056
876.819; 1390.667;  211.278; 1367.056
877.376; 1738.667;  222.278; 1626.056
877.933; 1510.667;  216.278; 1447.056
878.490; 1297.667;  163.278; 1279.056
879.048; 1126.667;  148.278; 1055.056
879.605; 1362.667;  192.278; 1301.056
880.162; 1362.667;  176.278; 1266.056
880.719; 1310.667;  155.278; 1199.056
881.276; 1136.667;  160.278; 1097.056
881.833; 1384.667;  179.278; 1325.056
882.390; 1144.667;  167.278; 1030.056
882.947; 1288.667;  169.278; 1174.056
883.503; 1282.667;  134.278; 1237.056
884.060; 1367.667;  159.278; 1284.056
884.617; 1259.667;  146.278; 1150.056
885.174; 1325.667;  166.278; 1296.056
885.730; 1175.667;  171.278; 1122.056
886.287; 1234.667;  178.278; 1168.056
886.843; 1381.667;  162.278; 1283.056
887.400; 1089.667;   88.278; 1010.056
887.956; 1324.667;  148.278; 1265.056
888.513; 1413.667;  204.278; 1380.056
889.069; 1246.667;  156.278; 1153.056
889.625; 1192.667;  150.278; 1107.056
890.182; 1198.667;  171.278; 1106.056
890.738; 1293.667;  133.278; 1206.056
891.294; 1150.667;  147.278; 1107.056
891.850; 1110.667;  129.278; 1072.056
892.406; 1249.667;  158.278; 1131.056
892.962; 1190.667;  154.278; 1082.056
893.518; 1216.667;  165.278; 1166.056
894.074; 1148.667;  130.278; 1081.056
894.630; 1332.667;  177.278; 1291.056
895.186; 1106.667;  132.278; 1081.056
895.742; 1212.667;  160.278; 1138.056
896.298; 1293.667;  149.278; 1204.056
896.853; 1173.667;   98.278; 1122.056
897.409; 1369.667;  141.278; 1283.056
897.965; 1278.667;  153.278; 1216.056
898.520; 1211.667;  149.278; 1188.056
899.076; 1358.667;  173.278; 1257.056
899.631; 1300.667;  150.278; 1186.056
900.187; 1212.667;  159.278; 1139.056
900.742; 1350.667;  159.278; 1285.056
901.297; 1337.667;  173.278; 1321.056
901.853; 1306.667;  171.278; 1320.056
902.408; 1241.667;   74.278; 1124.056
902.963; 1309.667;  144.278; 1205.056
903.518; 1248.667;  164.278; 1210.056
904.074; 1350.667;  147.278; 1304.056
904.629; 1166.667;  162.278; 1119.056
905.184; 1222.667;  184.278; 1211.056
905.739; 1360.667;  201.278; 1316.056
906.294; 1387.667;  165.278; 1288.056
906.849; 1376.667;  162.278; 1267.056
907.403; 1252.667;  156.278; 1181.056
907.958; 1102.667;  119.278; 1033.056
908.513; 1291.667;  173.278; 1289.056
909.068; 1425.667;  195.278; 1377.056
909.622; 1351.667;  176.278; 1267.056
910.177; 1421.667;  185.278; 1354.056
910.732; 1284.667;  106.278; 1260.056
911.286; 1241.667;  189.278; 1176.056
911.841; 1184.667;  150.278; 1196.056
912.395; 1241.667;  151.278; 1157.056
912.950; 1302.667;  175.278; 1166.056
913.504; 1747.667;  210.278; 1701.056
914.058; 1168.667;  117.278; 1141.056
914.613; 1297.667;  136.278; 1251.056
915.167; 1270.667;  140.278; 1190.056
915.721; 1108.667;  150.278; 1032.056
916.275; 1353.667;  160.278; 1266.056
916.829; 1305.667;  171.278; 1260.056
917.383; 1256.667;  137.278; 1179.056
917.937; 1300.667;  171.278; 1262.056
918.491; 1287.667;  150.278; 1233.056
919.045; 1184.667;  163.278; 1174.056
919.599; 1222.667;  144.278; 1159.056
920.153; 1211.667;  155.278; 1167.056
920.706; 1333.667;  158.278; 1264.056
921.260; 1171.667;  158.278; 1178.056
921.814; 1187.667;  134.278; 1108.056
922.367; 1380.667;  193.278; 1361.056
922.921; 1347.667;  180.278; 1255.056
923.475; 1208.667;  116.278; 1145.056
924.028; 1335.667;  158.278; 1308.056
924.581; 1391.667;  208.278; 1359.056
925.135; 1405.667;  199.278; 1356.056
925.688; 1281.667;  181.278; 1267.056
926.242; 1215.667;  179.278; 1158.056
926.795; 1213.667;  114.278; 1155.056
927.348; 1307.667;  175.278; 1317.056
927.901; 1434.667;  190.278; 1363.056
928.454; 1170.667;  129.278; 1127.056
